BlockNo_	S3300047	S3300074	S3300239
Block29272	0.76718	0.78104	0.82585
Block29273	0.93266	0.89769	0.94559
Block29274	0.84545	0.85152	0.83026
Block29275	0.66206	0.60831	0.64339
Block29276	0.77404	0.80208	0.74615
Block29277	0.76802	0.76314	0.74759
Block29278	0.85913	0.87308	0.91458
Block29279	0.81321	0.61337	0.64767
Block29280	0.70415	0.8111	0.79515
Block29281	0.34714	0.44905	0.56179
Block29282	0.02089	0.08628	0.05723
Block29283	0.78176	0.77678	0.78601
Block29284	0.89365	0.83173	0.86061
Block29285	0.77746	0.80005	0.67506
Block29286	0.85462	0.81915	0.83292
Block29287	0.77084	0.78845	0.79066
Block29288	0.73128	0.76009	0.72939
Block29289	0.04463	0.15302	0.06013
Block29290	0.5196	0.32417	0.3881
Block29291	0.48108	0.65508	0.6814
Block29292	0.80037	0.83252	0.82121
Block29293	0.13959	0.12421	0.1163
Block29294	0.00574	0.01235	0.01361
Block29295	0.89158	0.88113	0.89063
Block29296	0.60278	0.394	0.41443
Block29297	0.82826	0.76813	0.815
Block29298	0.03171	0.03914	0.02541
Block29299	0.81058	0.83369	0.8328
Block29300	0.07576	0.13401	0.07016
Block29301	0.00248	0.01549	0.01155
Block29302	0.91892	0.93479	0.93753
Block29303	0.00935	0.20038	0.11594
Block29304	0.83889	0.86333	0.86425
Block29305	0.4182	0.45205	0.49887
Block29306	0.45976	0.4301	0.38191
Block29307	0.72866	0.79012	0.77051
Block29308	0.00482	0.00707	0.01722
Block29309	0.74774	0.72059	0.73397
Block29310	0.89997	0.90822	0.9148
Block29311	0.79297	0.75111	0.63759
Block29312	0.18641	0.18985	0.22295
Block29313	0.8895	0.79525	0.81157
Block29314	0.52712	0.48608	0.49083
Block29315	0.7351	0.75644	0.72674
Block29316	0.79066	0.79325	0.82278
Block29317	0.03487	0.04944	0.05703
Block29318	0.04729	0.09273	0.03532
Block29319	0.75414	0.73973	0.75556
Block29320	0.8382	0.79702	0.83025
Block29321	0.02791	0.09834	0.03876
Block29322	0.83852	0.85381	0.81978
Block29323	0.09681	0.10994	0.13177
Block29324	0.0004	0.00357	0.00312
Block29325	0.85446	0.84934	0.89357
Block29326	0.64674	0.50149	0.4895
Block29327	0.01557	0.10994	0.03909
Block29328	0.88325	0.84341	0.87209
Block29329	0.07311	0.07495	0.06482
Block29330	0.41667	0.55682	0.68182
Block29331	0.79979	0.83002	0.80595
Block29332	0.04525	0.12448	0.11814
Block29333	0.82577	0.79324	0.80722
Block29334	0.04689	0.07341	0.08295
Block29335	0.77512	0.71637	0.73075
Block29336	0.90323	0.93281	0.93333
Block29337	0.05569	0.13529	0.07409
Block29338	0.88149	0.88793	0.9083
Block29339	0.66102	0.65534	0.63177
Block29340	0.67116	0.38365	0.48142
Block29341	0.88098	0.85862	0.87096
Block29342	0.8536	0.91235	0.88496
Block29343	0.49227	0.5782	0.59967
Block29344	0.4041	0.43997	0.36302
Block29345	0.89855	0.8866	0.83178
Block29346	0.66866	0.75536	0.73011
Block29347	0.62273	0.23936	0.81542
Block29348	0.00163	0.00746	0.01531
Block29349	0.04036	0.10571	0.07092
Block29350	0.75437	0.78111	0.80269
Block29351	0.03254	0.12816	0.05816
Block29352	0.86679	0.77334	0.78525
Block29353	0.15263	0.16976	0.17492
Block29354	0.76105	0.54905	0.57604
Block29355	0.76164	0.72589	0.74601
Block29356	0.00238	0.00108	0.00066
Block29357	0.78723	0.76204	0.80728
Block29358	0.66247	0.72312	0.64906
Block29359	0.91534	0.93015	0.91144
Block29360	0.6087	0.68468	0.59048
Block29361	0.83988	0.79751	0.77787
Block29362	0.03797	0.0647	0.14011
Block29363	0.03031	0.03816	0.03548
Block29364	0.90907	0.91584	0.90584
Block29365	0.78944	0.72499	0.77335
Block29366	0.69066	0.72659	0.75524
Block29367	0.57484	0.64408	0.66208
Block29368	0.06669	0.048	0.07927
Block29369	0.15	0.14506	0.11685
Block29370	0.74232	0.78077	0.7955
Block29371	0.8639	0.83529	0.87155
Block29372	0.90704	0.90213	0.89664
Block29373	0.03421	0.01085	0.03296
Block29374	0.37121	0.39468	0.57479
Block29375	0.03398	0.16204	0.12591
Block29376	0.8886	0.89698	0.87374
Block29377	0.01733	0.00773	0.00979
Block29378	0.88629	0.89089	0.87091
Block29379	0.82579	0.82131	0.86172
Block29380	0.82608	0.92662	0.87052
Block29381	0.67857	0.57292	0.64646
Block29382	0.81051	0.78327	0.81414
Block29383	0.05758	0.12706	0.21883
Block29384	0.77982	0.68493	0.7085
Block29385	0.79982	0.79598	0.77605
Block29386	0.21475	0.17312	0.13968
Block29387	0.95508	1	0.98611
Block29388	0.70488	0.68889	0.59462
Block29389	0.78999	0.48005	0.50744
Block29390	0.75	0.88525	0.82857
Block29391	0.71456	0.54075	0.53528
Block29392	0.01006	0.02621	0.03325
Block29393	0.69842	0.69625	0.61281
Block29394	0.80042	0.83159	0.8367
Block29395	0.85999	0.8069	0.8047
Block29396	0.74889	0.71154	0.74445
Block29397	0.64556	0.42476	0.45886
Block29398	0.75525	0.72433	0.79445
Block29399	0.62618	0.68069	0.6736
Block29400	0.64437	0.80556	0.79398
Block29401	0.19355	0.19102	0.15924
Block29402	0.53	0.66071	0.75
Block29403	0.76726	0.71564	0.76784
Block29404	0.02331	0.06915	0.09375
Block29405	0.9375	0.76	0.75
Block29406	0.87462	0.79305	0.72507
Block29407	0.91863	0.87558	0.91958
Block29408	0.77286	0.83846	0.8349
Block29409	0.78492	0.78295	0.78488
Block29410	0.12641	0.2125	0.15622
Block29411	0.02575	0.03468	0.02892
Block29412	0.88529	0.87886	0.85484
Block29413	0.69304	0.85615	0.858
Block29414	0.15535	0.12341	0.13986
Block29415	0.68119	0.64205	0.64038
Block29416	0.52726	0.47233	0.51621
Block29417	0.06877	0.19662	0.14133
Block29418	0.94619	0.90413	0.90365
Block29419	0.81925	0.81995	0.75325
Block29420	0.83506	0.85207	0.80772
Block29421	0	0	0
Block29422	0.88263	0.80609	0.80454
Block29423	0.53443	0.68973	0.61182
Block29424	0.04439	0.03487	0.03456
Block29425	0.83426	0.90556	0.8342
Block29426	0.83673	0.74894	0.80473
Block29427	0.625	0.75	0.70833
Block29428	0	0	0.56
Block29429	0.38663	0.27901	0.36191
Block29430	0.78518	0.6182	0.69553
Block29431	0.82083	0.83045	0.81309
Block29432	0.8975	0.86607	0.88783
Block29433	0.51771	0.11614	0.25564
Block29434	0.00899	0.01441	0.00533
Block29435	0.89855	0.84184	0.86719
Block29436	0.85555	0.87423	0.86027
Block29437	0.87105	0.84491	0.79411
Block29438	0.07339	0.11427	0.11702
Block29439	0.92801	0.93938	0.92467
Block29440	0.72607	0.60237	0.64602
Block29441	0.90176	0.90006	0.89644
Block29442	0.72027	0.68479	0.73515
Block29443	0.84314	0.85077	0.85391
Block29444	0.77878	0.75139	0.77006
Block29445	0.09776	0.22474	0.18262
Block29446	0.03484	0.01633	0.01914
Block29447	0.81938	0.8111	0.80141
Block29448	0.84931	0.78668	0.76077
Block29449	0.79968	0.7394	0.75644
Block29450	0.90361	0.88953	0.88062
Block29451	0.78186	0.75106	0.70628
Block29452	0.05679	0.11964	0.10024
Block29453	0.81555	0.84489	0.84089
Block29454	0.0113	0.0144	0.01295
Block29455	0.536	0.5675	0.52535
Block29456	0.00147	0.0082	0.0385
Block29457	0.91135	0.93342	0.92037
Block29458	0.69066	0.73887	0.75853
Block29459	0.53614	0.56765	0.51176
Block29460	0.51883	0.46032	0.50068
Block29461	0.78898	0.77772	0.77123
Block29462	0.75894	0.56593	0.58302
Block29463	0.85824	0.81477	0.83074
Block29464	0.07382	0.08157	0.0718
Block29465	0.41714	0.21283	0.24669
Block29466	0.75914	0.7797	0.77062
Block29467	0.00276	0.00702	0.00973
Block29468	0.81633	0.71104	0.805
Block29469	0.03721	0.03089	0.03862
Block29470	0.02266	0.06154	0.02895
Block29471	0.92708	0.9391	0.92361
Block29472	0.65686	0.74185	0.82675
Block29473	0.83194	0.79909	0.74954
Block29474	0.89946	0.83889	0.88248
Block29475	0.74537	0.73399	0.79167
Block29476	0.78682	0.82578	0.7965
Block29477	0.75327	0.71739	0.75309
Block29478	0.84877	0.91333	0.83219
Block29479	0.03247	0.08215	0.05767
Block29480	0.92269	0.92114	0.93218
Block29481	0.85891	0.83101	0.81968
Block29482	0	0	0
Block29483	0.00049	0.00551	0.00164
Block29484	6e-05	0.00376	0.00204
Block29485	0.00726	0.02438	0.0403
Block29486	0.72402	0.75046	0.79845
Block29487	0.80575	0.83528	0.78402
Block29488	0.10887	0.139	0.1746
Block29489	0.86374	0.88206	0.8358
Block29490	0.66758	0.53982	0.42664
Block29491	0.73629	0.73908	0.71379
Block29492	0.70485	0.71975	0.67297
Block29493	0.79734	0.78785	0.79356
Block29494	0.32208	0.56804	0.51443
Block29495	0.76639	0.71395	0.74026
Block29496	0.8544	0.86607	0.80754
Block29497	0.83298	0.85077	0.83143
Block29498	0.77579	0.77661	0.78059
Block29499	0.82602	0.79419	0.75575
Block29500	0.6875	0.27309	0.32021
Block29501	0.00174	0.00832	0.00582
Block29502	0.89635	0.85438	0.86051
Block29503	0.13474	0.14416	0.14312
Block29504	0	0.0119	0.0706
Block29505	0.86703	0.87127	0.8728
Block29506	0.77982	0.81407	0.74828
Block29507	0.7785	0.75768	0.76201
Block29508	0.8138	0.81883	0.82992
Block29509	0.0318	0.039	0.05477
Block29510	0.6201	0.59826	0.68449
Block29511	0.03681	0.07631	0.05227
Block29512	0.92593	0.97059	0.72414
Block29513	0.8455	0.84087	0.86486
Block29514	0.34875	0.27164	0.33269
Block29515	0.80937	0.64393	0.67226
Block29516	0.86867	0.83715	0.83471
Block29517	0.80665	0.76083	0.83282
Block29518	0.89315	0.87686	0.85047
Block29519	0.76779	0.77354	0.77754
Block29520	0.02242	0.01164	0.02089
Block29521	0.92216	0.89842	0.92016
Block29522	0.79332	0.73509	0.76887
Block29523	0.90865	0.87042	0.93188
Block29524	0.01647	0.01991	0.01694
Block29525	0.67412	0.6327	0.64691
Block29526	0.29466	0.38566	0.35889
Block29527	0.61741	0.55712	0.56327
Block29528	0.67059	0.71611	0.70461
Block29529	0.78004	0.83803	0.82546
Block29530	0.04877	0.18244	0.11
Block29531	0.76825	0.74509	0.79892
Block29532	0.36594	0.24019	0.27136
Block29533	0.8006	0.82076	0.84867
Block29534	0.00038	0.00106	0.00063
Block29535	0.86225	0.91361	0.86088
Block29536	0.7939	0.8029	0.82959
Block29537	0.75	0.86667	0.77273
Block29538	0.77717	0.82722	0.81225
Block29539	0.0011	0.01317	0.01282
Block29540	0.10101	0.13587	0.08083
Block29541	0.84666	0.84227	0.84652
Block29542	0.04109	0.32087	0.46666
Block29543	0.14525	0.30418	0.22867
Block29544	0.65778	0.67616	0.72121
Block29545	0.86248	0.8065	0.81951
Block29546	0.6135	0.28095	0.23867
Block29547	0.19811	0.11726	0.17294
Block29548	0.0007	7e-05	0.0001
Block29549	0.0622	0.07443	0.08028
Block29550	0.895	0.88629	0.92185
Block29551	0.8667	0.90414	0.89002
Block29552	0.00369	0.01033	0.00803
Block29553	0.49555	0.27818	0.22702
Block29554	0.82677	0.76824	0.78836
Block29555	1	1	1
Block29556	0.87585	0.86149	0.85543
Block29557	0.50476	0.6324	0.54805
Block29558	0.4816	0.62763	0.65361
Block29559	0.8539	0.85341	0.8447
Block29560	0.90854	0.72581	0.73485
Block29561	0.00013	0.0002	0.00028
Block29562	0.80964	0.82525	0.80098
Block29563	0.1166	0.15202	0.14205
Block29564	0.85919	0.87406	0.88434
Block29565	0.09483	0.18531	0.19725
Block29566	0.82196	0.81044	0.8019
Block29567	0.79277	0.80386	0.80843
Block29568	0.51349	0.60541	0.56291
Block29569	0.86528	0.81912	0.8127
Block29570	0.82878	0.82776	0.81477
Block29571	0.83784	0.87801	0.8707
Block29572	0.92876	0.90509	0.90003
Block29573	0.87678	0.8668	0.8793
Block29574	0.72713	0.7943	0.76059
Block29575	0.01768	0.0346	0.02539
Block29576	0.84617	0.8628	0.82114
Block29577	0.00254	0.00168	0.00113
Block29578	0.00768	0.01785	0.02227
Block29579	0.07336	0.08858	0.07513
Block29580	0.40105	0.24969	0.20274
Block29581	0	0	0
Block29582	0.77674	0.68876	0.75229
Block29583	0.84568	0.82968	0.91667
Block29584	0.78471	0.7654	0.73558
Block29585	0.18682	0.2007	0.17221
Block29586	0.0144	0.00574	0.01832
Block29587	0.81385	0.72826	0.73995
Block29588	0.89545	0.86391	0.87692
Block29589	0.82763	0.83126	0.78978
Block29590	0.83665	0.81885	0.82594
Block29591	0.04027	0.08657	0.08555
Block29592	0.73282	0.7087	0.70424
Block29593	0.02958	0.03847	0.02398
Block29594	0	0	0
Block29595	0.76301	0.54015	0.46322
Block29596	0.77657	0.70476	0.68927
Block29597	0.76321	0.78945	0.76099
Block29598	0.05417	0.05961	0.0415
Block29599	0.88799	0.84848	0.88605
Block29600	0.11775	0.1187	0.15088
Block29601	0.67117	0.66041	0.61763
Block29602	0.123	0.18875	0.15605
Block29603	0.00064	0.00562	0.03053
Block29604	0.88199	0.86807	0.88142
Block29605	0.006	0.02563	0.03241
Block29606	0.8549	0.79466	0.81524
Block29607	0.4855	0.53866	0.4754
Block29608	0.37492	0.26879	0.25585
Block29609	0.87379	0.82047	0.84404
Block29610	0.18068	0.11578	0.1385
Block29611	0.10283	0.12985	0.15681
Block29612	0.5045	0.42572	0.43511
Block29613	0.00306	0.00504	0.00611
Block29614	0.70495	0.74091	0.72086
Block29615	0.88231	0.89155	0.86713
Block29616	0.35763	0.273	0.32313
Block29617	0.84317	0.81742	0.80238
Block29618	0.76042	0.80285	0.79651
Block29619	0.03947	0.11227	0.13124
Block29620	0.09357	0.10777	0.08513
Block29621	0.78372	0.78031	0.78696
Block29622	0.80783	0.81382	0.77632
Block29623	0.04029	0.02537	0.02592
Block29624	0.71288	0.46558	0.49325
Block29625	0.88571	0.82283	0.79447
Block29626	0.86818	0.90143	0.87653
Block29627	0.91165	0.91549	0.91863
Block29628	0.53122	0.48842	0.44486
Block29629	0.07525	0.16397	0.1124
Block29630	0.51161	0.37687	0.35456
Block29631	0.02667	0.12637	0.09112
Block29632	0.7614	0.7933	0.76859
Block29633	0.10154	0.09052	0.1009
Block29634	0.70673	0.68952	0.70348
Block29635	0.72495	0.63446	0.68434
Block29636	0.60003	0.65926	0.65065
Block29637	0.78184	0.70855	0.69023
Block29638	0.01374	0.05437	0.04163
Block29639	0.85368	0.8665	0.88686
Block29640	0.06133	0.04368	0.05181
Block29641	0.0395	0.11161	0.06893
Block29642	0.77976	0.81019	0.8
Block29643	0.0339	0.08828	0.05071
Block29644	0.86715	0.73326	0.68996
Block29645	0.05527	0.10422	0.16221
Block29646	0.92714	0.95	0
Block29647	0.17887	0.16957	0.16332
Block29648	0.88165	0.87363	0.86354
Block29649	0.47086	0.59355	0.58153
Block29650	0.88639	0.9019	0.87791
Block29651	0.17094	0.29523	0.27536
Block29652	0.28498	0.11962	0.19029
Block29653	0.0313	0.0108	0.01462
Block29654	0.04643	0.12842	0.04289
Block29655	0.77053	0.71372	0.70279
Block29656	0.0271	0.00983	0.51546
Block29657	0.81934	0.78623	0.82794
Block29658	0.051	0.06284	0.0742
Block29659	0.345	0.38337	0.33321
Block29660	0.06298	0.13094	0.10813
Block29661	0.08523	0.0571	0.097
Block29662	0.76189	0.7964	0.80051
Block29663	0.76863	0.72996	0.68792
Block29664	0.77983	0.81452	0.8128
Block29665	0.8793	0.79791	0.81588
Block29666	0.77425	0.72986	0.70198
Block29667	0.6446	0.623	0.62723
Block29668	0.8054	0.7537	0.77307
Block29669	0.05384	0.06312	0.07082
Block29670	0.83551	0.79012	0.73245
Block29671	0.81661	0.79921	0.8046
Block29672	0.82766	0.76136	0.79324
Block29673	0.83317	0.81096	0.82297
Block29674	0.04396	0.08636	0.12256
Block29675	0.58007	0.67778	0.55337
Block29676	0.00022	0.00411	0.00016
Block29677	0.88785	0.88156	0.87309
Block29678	0.0006	0.00102	0
Block29679	0.83166	0.82581	0.83462
Block29680	0.021	0.01991	0.03762
Block29681	0.71807	0.77143	0.741
Block29682	0.5617	0.42192	0.41214
Block29683	0.87045	0.87802	0.85581
Block29684	0.80556	0.60827	0.66296
Block29685	0.87922	0.85933	0.87639
Block29686	0.85946	0.84843	0.85185
Block29687	0.89724	0.79455	0.86146
Block29688	0.3891	0.25657	0.31488
Block29689	0.87511	0.837	0.83173
Block29690	0.66434	0.73046	0.69822
Block29691	0.02732	0.06335	0.01023
Block29692	0.84577	0.80016	0.816
Block29693	0.90476	0.89663	0.89759
Block29694	0.01614	0.01487	0.01658
Block29695	0.88494	0.85638	0.79864
Block29696	0.80903	0.82618	0.83275
Block29697	0.79513	0.77355	0.76128
Block29698	0.11986	0.1116	0.11752
Block29699	0.02841	0.08926	0.05282
Block29700	0.80958	0.82356	0.80239
Block29701	0.77015	0.76518	0.7698
Block29702	0.91962	0.92517	0.90813
Block29703	0.85082	0.79319	0.86335
Block29704	0.57554	0.52646	0.50552
Block29705	0.01354	0.01157	0.01137
Block29706	0.07771	0.09516	0.07323
Block29707	0.55322	0.28189	0.38902
Block29708	0.84574	0.84852	0.85827
Block29709	0.8937	0.88999	0.85606
Block29710	0.02648	0.02092	0.03163
Block29711	0.01136	0.01407	0.00195
Block29712	0.00514	0.00966	0.01634
Block29713	0.20564	0.28561	0.22902
Block29714	0.79819	0.72698	0.80716
Block29715	0.8748	0.8557	0.85903
Block29716	0.72655	0.73288	0.70373
Block29717	0.80709	0.82593	0.78179
Block29718	0.87001	0.8878	0.88021
Block29719	0.92726	0.92462	0.92799
Block29720	0.02028	0.10975	0.08154
Block29721	0.85185	0.70309	0.75738
Block29722	0.73926	0.68075	0.65524
Block29723	0.63614	0.67454	0.73282
Block29724	0.01122	0.08257	0.04421
Block29725	0.02959	0.09975	0.05252
Block29726	0.00255	0.00455	0.00434
Block29727	0.7108	0.72093	0.6944
Block29728	0.92142	0.91042	0.90434
Block29729	0.83859	0.79547	0.8563
Block29730	0.79997	0.75594	0.77128
Block29731	0.0303	0.04376	0.05965
Block29732	0.76249	0.7143	0.71551
Block29733	0.88433	0.87489	0.87876
Block29734	0.00083	0.00256	0.00144
Block29735	0.13063	0.21473	0.20157
Block29736	0.78738	0.69686	0.73664
Block29737	0.89086	0.75591	0.80784
Block29738	0.0201	0.01499	0.01584
Block29739	0.80029	0.42347	0.45149
Block29740	0.72906	0.6524	0.55512
Block29741	0.84264	0.63008	0.58347
Block29742	0.81417	0.84301	0.80929
Block29743	0.06588	0.03055	0.0375
Block29744	0.10885	0.15287	0.11537
Block29745	0.84127	0.8625	0.83333
Block29746	0.18037	0.19226	0.17505
Block29747	0.79418	0.73107	0.70866
Block29748	0.66428	0.52077	0.65032
Block29749	0.8955	0.9123	0.89183
Block29750	0.91237	0.79563	0.85841
Block29751	0.85942	0.88408	0.89763
Block29752	0.88058	0.84932	0.89863
Block29753	0.85185	0.75	0.79545
Block29754	0	6e-05	0.00031
Block29755	0.06212	0.14751	0.10375
Block29756	0.90698	0.88722	0.95833
Block29757	0.72269	0.69754	0.63187
Block29758	0.91809	0.86692	0.88841
Block29759	0.71469	0.62477	0.58434
Block29760	0.70812	0.70912	0.68003
Block29761	0.88782	0.83829	0.89886
Block29762	0.4075	0.25	0.13725
Block29763	0.37737	0.19106	0.15605
Block29764	0.54412	0.6318	0.71232
Block29765	0.08374	0.06541	0.07513
Block29766	0.87635	0.80614	0.83882
Block29767	0.85763	0.83788	0.84577
Block29768	0.75495	0.79715	0.86897
Block29769	0.1573	0.11724	0.15868
Block29770	0.76192	0.76477	0.74622
Block29771	0.84088	0.78128	0.83776
Block29772	0.86869	0.8755	0.84091
Block29773	0	0	0
Block29774	0.77349	0.81942	0.74255
Block29775	0	0	0
Block29776	0.01688	0.01881	0.02144
Block29777	0.84001	0.80027	0.80478
Block29778	0.84652	0.86362	0.85392
Block29779	0.03004	0.02327	0.06147
Block29780	0.9125	0.78664	0.80929
Block29781	0.70768	0.64771	0.71359
Block29782	0.03426	0.015	0.03916
Block29783	0.02414	0.0366	0.07068
Block29784	0.0046	0.00911	0.0118
Block29785	0	0	0
Block29786	0.0088	0.01696	0.02375
Block29787	0.84967	0.92245	0.93519
Block29788	0.03451	0.09506	0.0506
Block29789	0.35772	0.40345	0.3547
Block29790	0.51911	0.31477	0.3439
Block29791	0.37708	0.39266	0.40088
Block29792	0.88683	0.73856	0.822
Block29793	1	0.65385	0.65217
Block29794	0.76503	0.69524	0.66745
Block29795	0.7753	0.78933	0.73523
Block29796	0.88889	0.86957	0.70588
Block29797	0.78715	0.83248	0.80863
Block29798	0.08625	0.12778	0.10727
Block29799	0.60464	0.77264	0.69119
Block29800	0.76923	0.97222	0.76316
Block29801	0.87677	0.82005	0.85163
Block29802	0.87868	0.76727	0.75198
Block29803	0.01634	0.06569	0.03835
Block29804	0.76931	0.81781	0.79863
Block29805	0.81005	0.7517	0.77519
Block29806	0.83125	0.85408	0.86603
Block29807	0.09945	0.09367	0.11142
Block29808	0.00245	0.00161	0
Block29809	0.75915	0.62615	0.71212
Block29810	0.01398	0.07609	0.04681
Block29811	0.03933	0.1156	0.09491
Block29812	0.0086	0.03707	0.01729
Block29813	0.84364	0.83497	0.86253
Block29814	0.84017	0.82658	0.80168
Block29815	0.60836	0.47075	0.50364
Block29816	0.90817	0.8103	0.8746
Block29817	0.18897	0.22206	0.16968
Block29818	0.86088	0.84935	0.81797
Block29819	0.69947	0.66821	0.64008
Block29820	0.82722	0.84664	0.82938
Block29821	0.84707	0.72323	0.79903
Block29822	0.82143	0.94	0.90046
Block29823	0.75121	0.80355	0.7745
Block29824	0.66812	0.55466	0.49273
Block29825	0.0101	0.00538	0.00505
Block29826	0.83513	0.85782	0.84507
Block29827	0.67084	0.65	0.61354
Block29828	0.78762	0.80815	0.81119
Block29829	0.82243	0.85276	0.84457
Block29830	0.79444	0.81736	0.80626
Block29831	0.06583	0.10075	0.07049
Block29832	0.8604	0.82496	0.84012
Block29833	0.0001	0.00371	0.03399
Block29834	0.85969	0.79981	0.79225
Block29835	0.91778	0.90256	0.88971
Block29836	0.01421	0.01901	0.03143
Block29837	0.79831	0.76615	0.77833
Block29838	0.07548	0.05532	0.04416
Block29839	0.76925	0.73147	0.71121
Block29840	0	0	0
Block29841	0.77864	0.77277	0.71808
Block29842	0.0049	0	0
Block29843	0.8705	0.83478	0.88862
